"nodes";"posoutlet";"Xnode";"Ynode";"width";"depth";"lengs";"vel"
1;10;8.5;6.5;0.35216961467452;0.433911844990148;5.65685424949238;0.811615582152444
2;10;8.5;24.5;0.28125;0.362471633424706;2.41421356237309;0.77592278695768
3;10;10.5;18.5;0.289800577984241;0.371261057893022;4.24264068711929;0.780584367315318
4;10;13.5;21.5;0.490634952128362;0.56572684411243;4.82842712474619;0.867264753713641
5;10;17.5;21.5;0.593338673313985;0.658630934832666;5.24264068711929;0.900866694736606
6;10;17.5;22.5;0.289800577984241;0.371261057893022;1;0.780584367315318
7;10;24.5;16.5;0.842012099081717;0.871474463430323;1.4142135623731;0.966192509838286
8;10;25.5;15.5;0.918026926348024;0.933865508964317;3.82842712474619;0.983039760581951
9;10;27.5;22.5;0.293982620659793;0.375540971667161;3.41421356237309;0.782824359628989
10;10;28.5;0.5;1;1;0;1
11;10;12.5;8.5;0.428478412525065;0.507625180647461;5.65685424949238;0.844084235495476
12;10;10.5;23.5;0.368432066329737;0.449868865364325;3.82842712474619;0.818976583390282
13;10;21.5;20.5;0.627728419581271;0.688997161885795;5.24264068711928;0.911075479415865
14;10;27.5;12.5;0.936718424207616;0.949045971263587;4.82842712474619;0.987010590182942
15;10;28.5;19.5;0.33729739288942;0.419189492019239;5.24264068711929;0.804641813096641
16;10;16.5;8.5;0.494105884401309;0.56892631344565;5.24264068711928;0.868488366109843
17;10;27.5;8.5;0.959634533299005;0.967575124349292;5.24264068711929;0.991793307981511
18;10;19.5;12.5;0.526170570015085;0.598275533388829;2.82842712474619;0.879478669359387
19;10;28.5;4.5;0.972773901017086;0.978159164321811;5.65685424949238;0.994494491795251
20;10;21.5;14.5;0.541265877365274;0.61196772647561;3.82842712474619;0.884468010237213
