"nodes";"posoutlet";"Xnode";"Ynode";"width";"depth";"lengs";"vel"
1;11;1.5;28.5;0.149869735103522;0.219064069782331;3.82842712474619;0.684136541663076
2;11;3.5;3.5;0.165359456941537;0.236997208079966;2.41421356237309;0.697727447007486
3;11;3.5;14.5;0.14490028899212;0.213233483238087;2.82842712474619;0.679538160666499
4;11;4.5;9.5;0.162379763209582;0.233574551177909;4.82842712474619;0.695194585157955
5;11;7.5;5.5;0.128847050800552;0.194115218849858;1.4142135623731;0.66376583744426
6;11;8.5;4.5;0.959380089563047;0.967369879582171;3.82842712474619;0.991740708298076
7;11;8.5;11.5;0.783122755383854;0.822363592030193;4.82842712474619;0.952282862438665
8;11;8.5;14.5;0.480071609241788;0.555961628707244;1.4142135623731;0.86349773878834
9;11;8.5;19.5;0.415754209239065;0.495529282934158;2.82842712474619;0.839010374477318
10;11;8.5;29.5;0.163876382526586;0.235295214723864;4.24264068711929;0.696471378386962
11;11;9.5;0.5;1;1;0;1
12;11;9.5;13.5;0.755190373349661;0.798813059154338;2.41421356237309;0.945390620114726
13;11;9.5;23.5;0.128847050800552;0.194115218849858;1.4142135623731;0.66376583744426
14;11;10.5;1.5;0.97578093724975;0.980577364016696;1.4142135623731;0.995108568744338
15;11;10.5;7.5;0.944505078731713;0.955352045964557;3.82842712474619;0.988646104565682
16;11;10.5;22.5;0.28384222069664;0.365141837532693;3.82842712474619;0.777347845469025
17;11;13.5;2.5;0.14320549046737;0.211235902827214;4.24264068711929;0.677941053346923
18;11;14.5;9.5;0.50437538723653;0.578366471340829;4.82842712474619;0.872068856390024
19;11;16.5;11.5;0.165359456941537;0.236997208079966;2.82842712474619;0.697727447007486
20;11;16.5;20.5;0.542617354818292;0.61318983090527;4.24264068711929;0.88490925235536
21;11;17.5;6.5;0.454469986632781;0.532113363611652;4.24264068711929;0.85408489564728
22;11;18.5;5.5;0.412215811196029;0.492152523925375;1.4142135623731;0.837577358962266
23;11;18.5;21.5;0.453394316517091;0.531105571567221;2.41421356237309;0.853680211222761
24;11;19.5;3.5;0.134411332297541;0.20079306484087;2.41421356237309;0.669402264485892
25;11;19.5;28.5;0.176776695296637;0.25;4.24264068711929;0.707106781186547
26;11;20.5;5.5;0.382094351894921;0.463165811365457;2;0.824962340740286
27;11;20.5;9.5;0.141490392783397;0.209209577187968;4.24264068711929;0.67630934819142
28;11;22.5;4.5;0.139754248593737;0.207153376083749;2.41421356237309;0.674641423836782
29;11;22.5;23.5;0.380172658143639;0.461301326555041;4.82842712474619;0.824130858202242
30;11;23.5;16.5;0.154679608384557;0.224670706550796;2.82842712474619;0.688472523896149
31;11;24.5;6.5;0.333658695375978;0.41556786575166;5.24264068711928;0.802898209592005
32;11;25.5;25.5;0.292316983341714;0.373837822648389;3.82842712474619;0.781935282178902
33;11;27.5;8.5;0.255792274121014;0.335977302130632;3.82842712474619;0.761337960924393
34;11;27.5;23.5;0.162379763209582;0.233574551177909;2.82842712474619;0.695194585157955
35;11;28.5;3.5;0.154679608384557;0.224670706550796;5.24264068711928;0.688472523896149
36;11;28.5;7.5;0.15625;0.22649364489928;1.4142135623731;0.689864830730607
37;11;28.5;12.5;0.159344359799775;0.230074960709182;5.24264068711929;0.692575842710621
38;11;28.5;18.5;0.153093108923949;0.22282530724575;3.82842712474619;0.687054405158319
39;11;28.5;29.5;0.182217246713916;0.2561365668738;5.24264068711929;0.711406609910936
40;11;3.5;25.5;0.197642353760524;0.273340518485819;3.82842712474619;0.723062774795962
41;11;5.5;2.5;0.198873782208716;0.274702129835955;4.82842712474619;0.723961559116701
42;11;5.5;14.5;0.183552189444855;0.25763665705988;3.82842712474619;0.712445936612948
43;11;8.5;17.5;0.430751523502819;0.5097784326864;3.82842712474619;0.844977927435789
44;11;11.5;26.5;0.219863238741723;0.297661109985497;5.24264068711929;0.738636091064888
45;11;13.5;17.5;0.570258987215458;0.638054404190129;5.65685424949238;0.893746651493264
46;11;16.5;25.5;0.243067956032876;0.322538949554956;5.82842712474619;0.753608072353012
47;11;21.5;18.5;0.197642353760524;0.273340518485819;4.24264068711929;0.723062774795962
48;11;25.5;20.5;0.192637937592781;0.267789445507241;4.24264068711929;0.719363443274958
49;11;3.5;22.5;0.242061459137964;0.32147004979719;2.41421356237309;0.752982927307461
50;11;5.5;21.5;0.279508497187474;0.360674976476803;3.82842712474619;0.774959493774169
