"nodes";"posoutlet";"Xnode";"Ynode";"width";"depth";"lengs";"vel"
1;73;1.5;7.5;0.0988211768802619;0.156992901969349;2.82842712474619;0.629462705897084
2;73;1.5;10.5;0.105973905986332;0.166019519848134;4.24264068711929;0.638321964087546
3;73;1.5;17.5;0.0883883476483184;0.143587294374629;3.82842712474619;0.615572206672458
4;73;1.5;20.5;0.09375;0.150514042830043;2.82842712474619;0.622865469807759
5;73;1.5;27.5;0.101261573412623;0.160086878678495;3.82842712474619;0.632541369089894
6;73;2.5;1.5;0.0911086233569578;0.147111826511261;2.82842712474619;0.619315424990552
7;73;2.5;4.5;0.0698771242968684;0.118978371169742;1.4142135623731;0.587309471544009
8;73;2.5;14.5;0.0826797284707685;0.136119151530174;1;0.607407022019533
9;73;2.5;30.5;0.126938100072437;0.19181103776614;5.82842712474619;0.661787254533298
10;73;3.5;5.5;0.173992636338438;0.246845204696894;5.24264068711928;0.70486536917777
11;73;3.5;14.5;0.14320549046737;0.211235902827214;1.4142135623731;0.677941053346923
12;73;4.5;13.5;0.206107905598014;0.282667397320358;2.41421356237309;0.729153441648681
13;73;4.5;19.5;0.101261573412623;0.160086878678495;5.65685424949238;0.632541369089894
14;73;4.5;25.5;0.207289049397212;0.283962563357811;1.4142135623731;0.729987245311682
15;73;5.5;15.5;0.0698771242968684;0.118978371169742;1.4142135623731;0.587309471544009
16;73;5.5;24.5;0.317152861409132;0.399038599189513;1.4142135623731;0.794792438759811
17;73;6.5;10.5;0.11267347735825;0.174364214743068;2.82842712474619;0.646196110390416
18;73;6.5;14.5;0.227503434040016;0.30590766931698;1;0.743699674310154
19;73;6.5;23.5;0.361744903212195;0.443324708001504;2.82842712474619;0.815981822540258
20;73;7.5;2.5;0.257694101601104;0.337974226228189;4.24264068711929;0.76246672557545
21;73;7.5;14.5;0.257694101601104;0.337974226228189;4.24264068711929;0.76246672557545
22;73;8.5;13.5;0.0765465544619743;0.127979531942451;1.4142135623731;0.598115599425658
23;73;8.5;21.5;0.392806409061767;0.47352493390081;1.4142135623731;0.829536907013325
24;73;8.5;29.5;0.0765465544619743;0.127979531942451;1.4142135623731;0.598115599425658
25;73;9.5;18.5;0.439726477483447;0.518258093938448;1.4142135623731;0.848470062747677
26;73;9.5;20.5;0.425619952246132;0.504914197834372;2;0.84295500913157
27;73;9.5;28.5;0.210792774425501;0.287795882380415;5.65685424949238;0.732438465352574
28;73;10.5;3.5;0.295638873881633;0.377232612648937;2.82842712474619;0.783704441155416
29;73;10.5;17.5;0.524776738242083;0.597007326264777;3.82842712474619;0.879012225068308
30;73;10.5;19.5;0.0698771242968684;0.118978371169742;1.4142135623731;0.587309471544009
