"nodes";"posoutlet";"Xnode";"Ynode";"width";"depth";"lengs";"vel"
1;2;10.5;17.5;0.461929546846703;0.539089153470482;2.82842712474619;0.856870415353285
2;2;11.5;0.5;1;1;0;1
3;2;11.5;5.5;0.959634533299005;0.967575124349292;2.82842712474619;0.991793307981511
4;2;12.5;6.5;0.455006868080032;0.532616187681002;1.4142135623731;0.854286592491905
5;2;12.5;15.5;0.752599661174518;0.796620016747084;5.24264068711929;0.944741087786975
6;2;21.5;20.5;0.495585985223553;0.570289286670542;5.24264068711929;0.869008057501622
7;2;11.5;3.5;0.98002511128542;0.983987911458855;3.82842712474619;0.995972714575772
8;2;11.5;11.5;0.784991042942529;0.823932741149025;6;0.952736799666209
9;2;17.5;17.5;0.525706370039398;0.597853245995966;2.82842712474619;0.879323435241405
10;2;15.5;17.5;0.548435274212008;0.618443891049576;3.82842712474619;0.886798757574022
