"nodes";"posoutlet";"Xnode";"Ynode";"width";"depth";"lengs";"vel"
1;22;2.5;27.5;0.169730945175003;0.241996354521061;3.82842712474619;0.70137810757902
2;22;3.5;13.5;0.202523146825246;0.278727444819764;5.65685424949238;0.726599230141134
3;22;3.5;21.5;0.163876382526586;0.235295214723864;2.82842712474619;0.696471378386962
4;22;4.5;5.5;0.184877493221863;0.259123758945079;3.41421356237309;0.713471794228825
5;22;5.5;19.5;0.296463530640786;0.378074181936437;2.82842712474619;0.7841411680701
6;22;7.5;17.5;0.383370129574541;0.464402573059071;2.41421356237309;0.825512501038139
7;22;8.5;6.5;0.182217246713916;0.2561365668738;2.82842712474619;0.711406609910936
8;22;8.5;28.5;0.168286400222953;0.240347282713673;4.24264068711929;0.700180165645698
9;22;10.5;4.5;0.346579265825294;0.428392700262308;4.24264068711929;0.809022342381374
10;22;10.5;13.5;0.163876382526586;0.235295214723864;2.82842712474619;0.696471378386962
11;22;12.5;21.5;0.502435474712923;0.576586190086501;4.24264068711929;0.871396997277278
12;22;15.5;18.5;0.573673742208932;0.641109153620683;5.82842712474619;0.894814461732596
13;22;17.5;8.5;0.15148999554426;0.220956693477972;2.41421356237309;0.685609443007721
14;22;18.5;3.5;0.456078734978951;0.533619705371268;5.24264068711928;0.85468870506128
15;22;18.5;28.5;0.207289049397212;0.283962563357811;3.82842712474619;0.729987245311682
16;22;20.5;20.5;0.706761429868665;0.757562158088104;2.82842712474619;0.932941834967513
17;22;20.5;25.5;0.363092188706945;0.444645114333621;5.82842712474619;0.816588728858751
18;22;21.5;11.5;0.173992636338438;0.246845204696894;3.82842712474619;0.70486536917777
19;22;24.5;9.5;0.820572875343805;0.853677284727724;2.41421356237309;0.961221400667259
20;22;25.5;7.5;0.845195521018658;0.87410931737874;3.82842712474619;0.966921990436176
21;22;25.5;15.5;0.7806247497998;0.820264380953238;2.41421356237309;0.951674567281134
22;22;27.5;0.5;1;1;0;1
23;22;27.5;9.5;0.15625;0.22649364489928;2.82842712474619;0.689864830730607
24;22;27.5;21.5;0.19515618744995;0.270586334898257;4.24264068711929;0.721234453777314
25;22;27.5;29.5;0.172583765893551;0.245244882113183;4.24264068711929;0.703720152716182
26;22;4.5;24.5;0.196403204530883;0.27196865631097;2.41421356237309;0.722153821675375
27;22;6.5;3.5;0.243067956032876;0.322538949554956;5.24264068711928;0.753608072353012
28;22;9.5;18.5;0.401413518083285;0.48180754317854;4.24264068711929;0.833140791933464
29;22;11.5;25.5;0.240035804620894;0.319316104168742;5.24264068711928;0.751718442907119
30;22;13.5;1.5;0.384641675784099;0.465634413909716;5.82842712474619;0.826059381123576
31;22;12.5;15.5;0.220970869120796;0.298860156184387;4.24264068711929;0.739378818314157
32;22;18.5;6.5;0.184877493221863;0.259123758945079;3.82842712474619;0.713471794228825
33;22;22.5;2.5;0.473929715253222;0.550264064517504;2.82842712474619;0.861276877436626
34;22;22.5;18.5;0.721800591403194;0.770431066663668;4.24264068711929;0.936878875522157
35;22;27.5;4.5;0.863767185067828;0.889441441964681;4.82842712474619;0.971134404486325
36;22;24.5;13.5;0.78964242303083;0.827836132285693;4.82842712474619;0.95386320098229
37;22;28.5;18.5;0.252912719628729;0.33294809727683;4.24264068711929;0.759616053364752
38;22;24.5;26.5;0.228574044348872;0.307058787137623;5.24264068711929;0.744398316946474
39;22;5.5;22.5;0.21650635094611;0.294019755631168;3.82842712474619;0.736366678767344
40;22;24.5;2.5;0.486135912065751;0.561572928440014;3.82842712474619;0.865668353024391
