"nodes";"posoutlet";"Xnode";"Ynode";"width";"depth";"lengs";"vel"
1;1;7.5;0.5;1;1;0;1
2;1;7.5;3.5;0.986728337740434;0.989368503875916;3.82842712474619;0.997331463327225
3;1;8.5;12.5;0.797946583425232;0.834793493852918;4.24264068711929;0.955861047433872
4;1;9.5;25.5;0.329979876280357;0.411898266588562;5.24264068711928;0.801119846930476
5;1;24.5;5.5;0.313280275871303;0.395135857080271;4.82842712474619;0.792841930839148
6;1;27.5;23.5;0.323252513524644;0.405166498700423;4.24264068711929;0.797826361659911
7;1;7.5;9.5;0.818189216349128;0.85169284932398;2.82842712474619;0.960662305664014
8;1;6.5;21.5;0.434700866976361;0.513514138062348;5.24264068711928;0.846521711391678
9;1;20.5;3.5;0.375650477505353;0.456906310378172;4.82842712474619;0.822160843422002
10;1;24.5;20.5;0.410435173017616;0.490451036969633;5.24264068711928;0.836852493071654
11;1;7.5;7.5;0.835024325992962;0.865683823210403;4;0.964583492961968
12;1;5.5;17.5;0.488640492847247;0.563886325306147;2.41421356237309;0.866558508192146
13;1;16.5;3.5;0.420425751471053;0.499978635869686;4.82842712474619;0.840887432599485
14;1;20.5;17.5;0.486135912065751;0.561572928440014;4.24264068711929;0.865668353024391
15;1;6.5;15.5;0.499022481958478;0.573450703047375;3.82842712474619;0.87020990523967
16;1;12.5;3.5;0.450693909432999;0.528573457785289;2.41421356237309;0.852660879570828
17;1;17.5;16.5;0.540363014555956;0.611150952096267;4.82842712474619;0.884172744397261
18;1;10.5;4.5;0.477522087185504;0.553598329947698;4.24264068711929;0.862578626692422
19;1;13.5;16.5;0.582961190818051;0.649399148626378;2.82842712474619;0.897693186156991
20;1;11.5;14.5;0.60394212781524;0.668030451497347;3.82842712474619;0.904063769041581
