"nodes";"posoutlet";"Xnode";"Ynode";"width";"depth";"lengs";"vel"
1;11;4.5;19.5;0.230700360316147;0.309341807107703;4.24264068711929;0.745778149009856
2;11;5.5;4.5;0.210792774425501;0.287795882380415;4.82842712474619;0.732438465352574
3;11;5.5;26.5;0.208463501001974;0.285248928508609;5.24264068711929;0.730812564632237
4;11;7.5;8.5;0.200097632419777;0.276053692108976;2.82842712474619;0.724850411856782
5;11;9.5;6.5;0.327752765053172;0.409672763437485;3.82842712474619;0.800035526655621
6;11;14.5;26.5;0.188797593337415;0.263510037695711;2.41421356237309;0.716472112365714
7;11;15.5;12.5;0.743132621912132;0.788593260275697;3.82842712474619;0.942352235742325
8;11;17.5;19.5;0.582123000318661;0.648652068356198;3.82842712474619;0.897434894170409
9;11;19.5;5.5;0.952484415883011;0.96180338883549;2.41421356237309;0.99031093770239
10;11;19.5;22.5;0.446339276783928;0.524483807069684;3.82842712474619;0.85100678184451
11;11;20.5;0.5;1;1;0;1
12;11;20.5;7.5;0.852959003997261;0.880526693781672;2.41421356237309;0.96869181822755
13;11;26.5;2.5;0.211947811972665;0.28905677304389;3.41421356237309;0.73323939010584
14;11;26.5;28.5;0.227503434040016;0.30590766931698;4.24264068711929;0.743699674310154
15;11;29.5;16.5;0.21875;0.29645477461271;3.82842712474619;0.737886580797276
16;11;7.5;16.5;0.32700702400713;0.408926885680359;4.82842712474619;0.799671128160397
17;11;9.5;25.5;0.294811910376769;0.376388217706601;4.82842712474619;0.783265512860922
18;11;12.5;6.5;0.380172658143639;0.461301326555041;4.24264068711929;0.824130858202242
19;11;16.5;25.5;0.262388369121042;0.342890666800764;4.24264068711929;0.765224587677395
20;11;17.5;9.5;0.756159602035179;0.799633125980199;3.82842712474619;0.945633162843611
21;11;17.5;16.5;0.608773741836817;0.672302504995568;4.82842712474619;0.905505687266226
22;11;20.5;3.5;0.962936183633163;0.9702373854681;3.82842712474619;0.992474829413613
23;11;23.5;1.5;0.244070302372083;0.32360256202491;3.41421356237309;0.754228584733191
24;11;23.5;25.5;0.325510416499995;0.407428976191004;5.24264068711929;0.798937816213136
25;11;27.5;13.5;0.288110764290403;0.369528200928227;4.24264068711929;0.77967192643671
26;11;11.5;14.5;0.389059362437148;0.469907846174369;4.82842712474619;0.827948214962939
27;11;13.5;23.5;0.332926183635352;0.414837837772192;5.65685424949238;0.802545364288053
28;11;15.5;5.5;0.407450150325166;0.487595384378472;5.65685424949238;0.835631680239415
29;11;24.5;10.5;0.340897253582366;0.422764782222987;2.82842712474619;0.806352061280639
30;11;22.5;10.5;0.37759518667483;0.458797623500369;3.82842712474619;0.823010336875746
