"nodes";"posoutlet";"Xnode";"Ynode";"width";"depth";"lengs";"vel"
1;1;14.5;0.5;1;1;0;1
2;1;16.5;23.5;0.492621336576076;0.567558424636063;4.82842712474619;0.867965860769244
3;1;19.5;4.5;0.440835499364559;0.519303497903311;2.82842712474619;0.848897612175604
4;1;14.5;19.5;0.648013792291491;0.706752575149876;4.82842712474619;0.916889184526949
5;1;17.5;2.5;0.461400720632294;0.538595368857304;3.82842712474619;0.856674132960356
6;1;14.5;15.5;0.73054185797256;0.777886230184349;3.82842712474619;0.939137150942279
7;1;14.5;12.5;0.759702861321451;0.802629300147661;3.82842712474619;0.94651772765047
8;1;12.5;9.5;0.799780243254358;0.8363278079466;5.24264068711928;0.956299952787681
9;1;13.5;5.5;0.854674645698584;0.881943282101892;2.82842712474619;0.969081190415873
10;1;13.5;3.5;0.880007990020545;0.902795305861095;3.41421356237309;0.974759155599713
