"nodes";"posoutlet";"Xnode";"Ynode";"width";"depth";"lengs";"vel"
1;2;15.5;14.5;0.514914282915128;0.58801438535684;4.24264068711929;0.875683139286887
2;2;29.5;0.5;1;1;0;1
3;2;18.5;15.5;0.562065804643905;0.630710021050618;5.24264068711929;0.891163586885193
4;2;22.5;14.5;0.581703452155821;0.648278043756089;4.24264068711929;0.897305496859746
5;2;25.5;15.5;0.76642177927692;0.808303147662487;5.24264068711929;0.948186062980599
6;2;28.5;11.5;0.784679970593107;0.823671527618904;3.82842712474619;0.95266127853355
7;2;28.5;8.5;0.799169490784026;0.835816839292518;3.82842712474619;0.956153852392455
8;2;25.5;6.5;0.896771553267609;0.916527412292256;4.24264068711929;0.978444879269637
9;2;24.5;3.5;0.98002511128542;0.983987911458855;2.41421356237309;0.995972714575772
10;2;26.5;2.5;0.989939628841072;0.991943573422903;3.82842712474619;0.997979779661342
