"nodes";"posoutlet";"Xnode";"Ynode";"width";"depth";"lengs";"vel"
1;7;0.5;29.5;0.0883883476483184;0.143587294374629;4.24264068711929;0.615572206672458
2;7;1.5;2.5;0.0698771242968684;0.118978371169742;1.4142135623731;0.587309471544009
3;7;1.5;8.5;0.0698771242968684;0.118978371169742;1.4142135623731;0.587309471544009
4;7;2.5;1.5;0.994123357536679;0.995295916719761;1.4142135623731;0.998821898931379
5;7;2.5;7.5;0.957597090377785;0.965931333570529;5.24264068711929;0.991371805734952
6;7;2.5;17.5;0.0765465544619743;0.127979531942451;1.4142135623731;0.598115599425658
7;7;3.5;0.5;1;1;0;1
8;7;3.5;3.5;0.987964684971077;0.990360103914464;2.41421356237309;0.99758126469966
9;7;3.5;16.5;0.711581096045981;0.76169222341133;3.41421356237309;0.934210792988117
10;7;3.5;20.5;0.324759526419165;0.406676914199137;3.41421356237309;0.798568876373789
11;7;3.5;26.5;0.25;0.329876977693224;3.82842712474619;0.757858283255199
12;7;3.5;30.5;0.110485434560398;0.171650084891581;4.24264068711929;0.643666646772612
13;7;4.5;10.5;0.94657070192881;0.957023157058841;3.82842712474619;0.989078158607829
14;7;4.5;17.5;0.701560760020114;0.75309927918092;1.4142135623731;0.931564774279349
15;7;4.5;27.5;0.207289049397212;0.283962563357811;1.4142135623731;0.729987245311682
16;7;5.5;1.5;0.0826797284707685;0.136119151530174;2.41421356237309;0.607407022019533
17;7;5.5;18.5;0.616346341353626;0.678984496319476;1.4142135623731;0.90774729716895
18;7;6.5;5.5;0.211947811972665;0.28905677304389;3.82842712474619;0.73323939010584
19;7;6.5;11.5;0.595802373904301;0.660817877078987;2.41421356237309;0.901613583061531
20;7;6.5;19.5;0.0826797284707685;0.136119151530174;1.4142135623731;0.607407022019533
21;7;6.5;23.5;0.108253175473055;0.168870004815077;4.24264068711929;0.641044426993408
22;7;7.5;6.5;0.0698771242968684;0.118978371169742;1.4142135623731;0.587309471544009
23;7;8.5;10.5;0.580863446732535;0.647529021892892;2.41421356237309;0.897046197303285
24;7;8.5;13.5;0.0855816496101822;0.139927966466888;2.82842712474619;0.611612187120819
25;7;8.5;17.5;0.603133095800587;0.667314448509754;3.41421356237309;0.903821425038081
26;7;9.5;11.5;0.0826797284707685;0.136119151530174;1.4142135623731;0.607407022019533
27;7;9.5;30.5;0.0796721798998873;0.132143364446322;2.82842712474619;0.602922289997019
28;7;10.5;8.5;0.568114342584308;0.636133992040333;2.82842712474619;0.893073392858855
29;7;10.5;15.5;0.0826797284707685;0.136119151530174;2.82842712474619;0.607407022019533
30;7;10.5;18.5;0.587965241319587;0.653854808851241;2.41421356237309;0.899229054157427
31;7;10.5;21.5;0.09375;0.150514042830043;2.41421356237309;0.622865469807759
32;7;10.5;27.5;0.108253175473055;0.168870004815077;4.24264068711929;0.641044426993408
33;7;11.5;6.5;0.0963189687963903;0.153804647769868;2.41421356237309;0.626242250757654
34;7;11.5;9.5;0.55198505414549;0.62164415556461;1.4142135623731;0.887943768479813
35;7;11.5;17.5;0.0698771242968684;0.118978371169742;1.4142135623731;0.587309471544009
36;7;11.5;19.5;0.579601155968481;0.646403046157371;1.4142135623731;0.896655978671508
37;7;12.5;1.5;0.103644524698606;0.16309366470493;4.24264068711929;0.63549080760507
38;7;12.5;12.5;0.0883883476483184;0.143587294374629;4.24264068711929;0.615572206672458
39;7;12.5;20.5;0.565961571133589;0.634204844032878;1.4142135623731;0.892395535068239
40;7;13.5;20.5;0.480071609241788;0.555961628707244;1;0.86349773878834
41;7;13.5;24.5;0.284701049348259;0.366025425607327;4.41421356237309;0.777817685413163
42;7;13.5;30.5;0.116926793336686;0.179610297251759;4.24264068711929;0.651002727158734
43;7;14.5;9.5;0.53582588123382;0.607042292752633;3;0.882682949163424
44;7;15.5;4.5;0.0883883476483184;0.143587294374629;1.4142135623731;0.615572206672458
45;7;15.5;12.5;0.0765465544619743;0.127979531942451;1.4142135623731;0.598115599425658
46;7;15.5;17.5;0.0988211768802619;0.156992901969349;1.4142135623731;0.629462705897084
47;7;16.5;5.5;0.317152861409132;0.399038599189513;1.4142135623731;0.794792438759811
48;7;16.5;11.5;0.389686372291873;0.470513593112916;2.82842712474619;0.828214908125628
49;7;16.5;18.5;0.460341245708007;0.537605757162131;3.82842712474619;0.856280349633937
50;7;16.5;23.5;0.0988211768802619;0.156992901969349;4.24264068711929;0.629462705897084
51;7;16.5;27.5;0.224260938975114;0.302414707734324;4.24264068711929;0.741567566786901
52;7;17.5;2.5;0.0826797284707685;0.136119151530174;1.4142135623731;0.607407022019533
53;7;17.5;6.5;0.350083695350126;0.431854557961039;4.24264068711929;0.810651847703111
54;7;17.5;13.5;0.0826797284707685;0.136119151530174;1.4142135623731;0.607407022019533
55;7;18.5;3.5;0.296463530640786;0.378074181936437;2.82842712474619;0.7841411680701
56;7;18.5;12.5;0.369754986443726;0.451160668626095;2.41421356237309;0.819563876367435
57;7;18.5;19.5;0.438614651488069;0.517209517260535;2.41421356237309;0.848040565477693
58;7;19.5;2.5;0.274217637106004;0.355202740153306;1.4142135623731;0.772003157936368
59;7;19.5;6.5;0.0988211768802619;0.156992901969349;2.82842712474619;0.629462705897084
60;7;19.5;30.5;0.114819831692961;0.177016408367794;4.24264068711929;0.648639483490116
61;7;20.5;1.5;0.0765465544619743;0.127979531942451;1.4142135623731;0.598115599425658
62;7;20.5;23.5;0.0855816496101822;0.139927966466888;2.41421356237309;0.611612187120819
63;7;21.5;11.5;0.341612673579304;0.42347441764543;4.24264068711929;0.80669022577258
64;7;21.5;16.5;0.103644524698606;0.16309366470493;4.24264068711929;0.63549080760507
65;7;21.5;21.5;0.408646775956938;0.488740649345877;3.82842712474619;0.836121931956886
66;7;21.5;28.5;0.110485434560398;0.171650084891581;5.24264068711928;0.643666646772612
67;7;22.5;4.5;0.245068549083721;0.324660956379852;3.82842712474619;0.754844536332209
68;7;22.5;9.5;0.0963189687963903;0.153804647769868;2.41421356237309;0.626242250757654
69;7;23.5;2.5;0.0826797284707685;0.136119151530174;1;0.607407022019533
70;7;23.5;3.5;0.21650635094611;0.294019755631168;1.4142135623731;0.736366678767344
71;7;23.5;5.5;0.0765465544619743;0.127979531942451;1.4142135623731;0.598115599425658
