"nodes";"posoutlet";"Xnode";"Ynode";"width";"depth";"lengs";"vel"
1;7;1.5;26.5;0.182217246713916;0.2561365668738;5.65685424949238;0.711406609910936
2;7;4.5;1.5;0.17815241017174;0.251555236203409;2.41421356237309;0.708203943040506
3;7;4.5;10.5;0.180872451606097;0.254623181405434;2.41421356237309;0.710353435251819
4;7;4.5;17.5;0.15148999554426;0.220956693477972;3.41421356237309;0.685609443007721
5;7;7.5;18.5;0.466138559068009;0.543015246269897;2.82842712474619;0.858426282263763
6;7;8.5;28.5;0.162379763209582;0.233574551177909;3.82842712474619;0.695194585157955
7;7;9.5;0.5;1;1;0;1
8;7;9.5;7.5;0.866025403784439;0.891301228983002;2.41421356237309;0.971641657863074
9;7;10.5;1.5;0.972271824131503;0.977755258370617;1.4142135623731;0.994391813092111
10;7;10.5;25.5;0.260520812508329;0.340936845994971;4.24264068711929;0.764132171599228
11;7;11.5;27.5;0.149869735103522;0.219064069782331;2.41421356237309;0.684136541663076
12;7;13.5;13.5;0.8125;0.846951800725305;3.82842712474619;0.959322595812653
13;7;17.5;27.5;0.157804764661907;0.228294836842104;2.82842712474619;0.691232297868611
14;7;20.5;22.5;0.435262133662004;0.514044491150472;5.24264068711929;0.846740196919244
15;7;21.5;4.5;0.330718913883074;0.412636105987247;3.82842712474619;0.80147837061378
16;7;22.5;24.5;0.334389602484886;0.416295975122462;2.82842712474619;0.803249664824451
17;7;26.5;2.5;0.159344359799775;0.230074960709182;2.41421356237309;0.692575842710621
18;7;26.5;28.5;0.198873782208716;0.274702129835955;5.65685424949238;0.723961559116701
19;7;27.5;7.5;0.154679608384557;0.224670706550796;2.41421356237309;0.688472523896149
20;7;27.5;14.5;0.206107905598014;0.282667397320358;4.24264068711929;0.729153441648681
21;7;27.5;23.5;0.21537576175141;0.292790823519917;5.41421356237309;0.735596010702018
22;7;3.5;22.5;0.260520812508329;0.340936845994971;5.65685424949238;0.764132171599228
23;7;6.5;0.5;0.21875;0.29645477461271;3.82842712474619;0.737886580797276
24;7;6.5;9.5;0.222072975055498;0.300052029490862;3.82842712474619;0.740114890848493
25;7;9.5;16.5;0.488140604744166;0.56342478530971;5.24264068711928;0.866381134574759
26;7;10.5;5.5;0.878897569401577;0.901883851334441;4.82842712474619;0.974513035244114
27;7;9.5;22.5;0.311717770988438;0.393558457409423;4.82842712474619;0.792049478596656
28;7;11.5;10.5;0.828567098972678;0.860324215926978;3.82842712474619;0.96308703583325
29;7;19.5;25.5;0.229639663385923;0.30820346803448;3.41421356237309;0.745091107671223
30;7;17.5;18.5;0.481594843981951;0.557372404413556;2.82842712474619;0.864045008630567
31;7;18.5;2.5;0.355618958648158;0.437308505908519;3.82842712474619;0.813199272009015
32;7;24.5;1.5;0.193901150718607;0.269193338860127;4.24264068711929;0.720304415925232
33;7;25.5;6.5;0.211947811972665;0.28905677304389;4.82842712474619;0.73323939010584
34;7;24.5;15.5;0.28641098093474;0.367783068389193;3.82842712474619;0.778749772764568
35;7;15.5;16.5;0.500488043063968;0.574797625150774;3.82842712474619;0.870720443447702
36;7;15.5;2.5;0.382094351894921;0.463165811365457;2.82842712474619;0.824962340740286
37;7;21.5;13.5;0.319453879691576;0.401353018455018;4.24264068711929;0.795942387380797
38;7;13.5;0.5;0.392806409061767;0.47352493390081;3.41421356237309;0.829536907013325
39;7;18.5;12.5;0.350083695350126;0.431854557961039;2.41421356237309;0.810651847703111
40;7;16.5;11.5;0.382732772309872;0.463784810594393;3.82842712474619;0.825237833510234
