"nodes";"posoutlet";"Xnode";"Ynode";"width";"depth";"lengs";"vel"
1;14;4.5;4.5;0.1875;0.262060169539342;3.82842712474619;0.715484540552628
2;14;5.5;27.5;0.206107905598014;0.282667397320358;2.82842712474619;0.729153441648681
3;14;6.5;16.5;0.204919953884438;0.281363267974315;3.82842712474619;0.728310967383078
4;14;7.5;6.5;0.413988790609118;0.493845232667018;4.82842712474619;0.838296622553923
5;14;9.5;24.5;0.190086329071819;0.264948037485863;2.82842712474619;0.71744758283768
6;14;11.5;6.5;0.476498458811778;0.552648760405426;2.82842712474619;0.862208500137079
7;14;11.5;8.5;0.196403204530883;0.27196865631097;2.82842712474619;0.722153821675375
8;14;11.5;26.5;0.36710437888971;0.448571473858418;4.82842712474619;0.818385475411615
9;14;14.5;17.5;0.19515618744995;0.270586334898257;4.82842712474619;0.721234453777314
10;14;16.5;6.5;0.171163299220364;0.243628740057262;1.4142135623731;0.702557913241823
11;14;17.5;5.5;0.565098166250785;0.633430714942014;5.24264068711928;0.892123089267175
12;14;18.5;19.5;0.62695008274184;0.68831363266089;5.24264068711928;0.910849434026419
13;14;18.5;21.5;0.557705259299211;0.626792501175995;2.82842712474619;0.889776534104728
14;14;21.5;0.5;1;1;0;1
15;14;21.5;2.5;0.994859836233225;0.995885750925658;2.82842712474619;0.998969847001547
16;14;25.5;6.5;0.794573883443195;0.831969545368715;5.65685424949238;0.955051645659762
17;14;25.5;11.5;0.745756222736358;0.790819753324208;5.82842712474619;0.943016685662661
18;14;26.5;6.5;0.19515618744995;0.270586334898257;1;0.721234453777314
19;14;26.5;27.5;0.234895255912077;0.313833569516297;5.24264068711929;0.748470777916187
20;14;27.5;20.5;0.193901150718607;0.269193338860127;4.82842712474619;0.720304415925232
21;14;7.5;29.5;0.264242726957621;0.344827929183837;5.24264068711928;0.766303145986608
22;14;4.5;13.5;0.261456258291899;0.34191584979724;3.82842712474619;0.76468013532261
23;14;13.5;4.5;0.513965131356204;0.587147106676297;5.24264068711928;0.875360068221473
24;14;15.5;24.5;0.426193178030808;0.505458140149552;4.82842712474619;0.843181945600299
25;14;21.5;15.5;0.65958971622517;0.716834832915125;5.65685424949238;0.920141831756196
26;14;22.5;26.5;0.291480595409025;0.372981866881798;2.82842712474619;0.781487308876061
27;14;27.5;16.5;0.25194555463433;0.331929124166742;2.82842712474619;0.759034192214379
28;14;4.5;10.5;0.324759526419165;0.406676914199137;5.24264068711928;0.798568876373789
29;14;20.5;24.5;0.307776806306128;0.389572875580089;3.82842712474619;0.790036538986028
30;14;27.5;14.5;0.293982620659793;0.375540971667161;3.82842712474619;0.782824359628989
