"nodes";"posoutlet";"Xnode";"Ynode";"width";"depth";"lengs";"vel"
1;13;4.5;19.5;0.210792774425501;0.287795882380415;4.24264068711929;0.732438465352574
2;13;6.5;4.5;0.252912719628729;0.33294809727683;4.24264068711929;0.759616053364752
3;13;7.5;28.5;0.235932326102211;0.31494154931458;4.24264068711929;0.749130518395175
4;13;11.5;9.5;0.53491383651949;0.606215540575982;5.24264068711929;0.882382256336177
5;13;14.5;13.5;0.1875;0.262060169539342;1.4142135623731;0.715484540552628
6;13;15.5;12.5;0.58044298815646;0.6471540231282;3;0.896916294131536
7;13;15.5;23.5;0.433576153922238;0.51245095979716;3.82842712474619;0.846083211735729
8;13;16.5;26.5;0.204919953884438;0.281363267974315;3.41421356237309;0.728310967383078
9;13;20.5;3.5;0.227503434040016;0.30590766931698;4.24264068711929;0.743699674310154
10;13;22.5;15.5;0.862635858865141;0.888509357217993;5.24264068711928;0.970879880844627
11;13;22.5;20.5;0.570686948992177;0.638437447566845;2.41421356237309;0.89388075710021
12;13;25.5;26.5;0.240035804620894;0.319316104168742;3.82842712474619;0.751718442907119
13;13;29.5;0.5;1;1;0;1
14;13;3.5;16.5;0.293150984988964;0.374690848713981;4.24264068711929;0.782380957515031
15;13;9.5;5.5;0.330718913883074;0.412636105987247;5.65685424949238;0.80147837061378
16;13;10.5;25.5;0.282980785566794;0.364255030535859;2.82842712474619;0.776875435736601
17;13;18.5;12.5;0.604346237681679;0.668388021702196;5.24264068711928;0.904184722135772
18;13;18.5;21.5;0.459810592798818;0.537109925059457;4.41421356237309;0.856082845141835
19;13;23.5;6.5;0.298923851089203;0.380582184832737;4.24264068711929;0.785438370481209
20;13;26.5;16.5;0.882224638343319;0.904614085830483;4.82842712474619;0.975249724896104
21;13;23.5;18.5;0.587965241319587;0.653854808851241;4.24264068711929;0.899229054157427
22;13;23.5;23.5;0.293982620659793;0.375540971667161;4.24264068711929;0.782824359628989
23;13;6.5;13.5;0.345874119080916;0.427695275439501;2.82842712474619;0.808692868364035
24;13;12.5;25.5;0.345874119080916;0.427695275439501;3.82842712474619;0.808692868364035
25;13;26.5;3.5;0.340897253582366;0.422764782222987;4.24264068711929;0.806352061280639
26;13;30.5;14.5;0.900845956587473;0.919857231348936;5.65685424949238;0.979332363639102
27;13;8.5;11.5;0.378241201153444;0.459425468863536;3.82842712474619;0.823291756308341
28;13;28.5;10.5;0.912960072374471;0.929739810768431;3.41421356237309;0.981952221256298
29;13;29.5;7.5;0.923859093693405;0.938608732441117;4.24264068711929;0.984285636561945
30;13;30.5;4.5;0.931491160049305;0.944806756191723;4.41421356237309;0.985906540088589
