"nodes";"posoutlet";"Xnode";"Ynode";"width";"depth";"lengs";"vel"
1;46;1.5;5.5;0.0911086233569578;0.147111826511261;2.82842712474619;0.619315424990552
2;46;1.5;29.5;0.130728129145949;0.196379087104751;4.82842712474619;0.665692722546455
3;46;2.5;2.5;0.121030729568982;0.184636058691424;4.82842712474619;0.655509711519875
4;46;2.5;8.5;0.0826797284707685;0.136119151530174;1.4142135623731;0.607407022019533
5;46;2.5;14.5;0.114819831692961;0.177016408367794;5.24264068711929;0.648639483490116
6;46;2.5;17.5;0.105973905986332;0.166019519848134;2.82842712474619;0.638321964087546
7;46;2.5;20.5;0.103644524698606;0.16309366470493;4.82842712474619;0.63549080760507
8;46;2.5;24.5;0.0883883476483184;0.143587294374629;1.4142135623731;0.615572206672458
9;46;3.5;7.5;0.15625;0.22649364489928;3.82842712474619;0.689864830730607
10;46;3.5;25.5;0.19515618744995;0.270586334898257;2.41421356237309;0.721234453777314
11;46;4.5;11.5;0.190086329071819;0.264948037485863;2.82842712474619;0.71744758283768
12;46;5.5;3.5;0.0698771242968684;0.118978371169742;1.4142135623731;0.587309471544009
13;46;5.5;12.5;0.0826797284707685;0.136119151530174;1.4142135623731;0.607407022019533
14;46;5.5;24.5;0.277756075541112;0.358864793484599;2.41421356237309;0.773985301940833
15;46;5.5;29.5;0.0765465544619743;0.127979531942451;1.4142135623731;0.598115599425658
16;46;6.5;2.5;0.19515618744995;0.270586334898257;4.24264068711929;0.721234453777314
17;46;6.5;6.5;0.0698771242968684;0.118978371169742;1.4142135623731;0.587309471544009
18;46;6.5;9.5;0.274217637106004;0.355202740153306;2.41421356237309;0.772003157936368
19;46;6.5;16.5;0.108253175473055;0.168870004815077;4.82842712474619;0.641044426993408
20;46;6.5;22.5;0.315609529323815;0.397484397620981;1.4142135623731;0.794017403482494
21;46;6.5;26.5;0.172583765893551;0.245244882113183;2.41421356237309;0.703720152716182
22;46;6.5;28.5;0.134411332297541;0.20079306484087;2;0.669402264485892
23;46;7.5;1.5;0.0698771242968684;0.118978371169742;1.4142135623731;0.587309471544009
24;46;7.5;7.5;0.302979991088521;0.384707947942595;2.82842712474619;0.787558439353403
25;46;7.5;21.5;0.354243251523582;0.435954603919032;2;0.812569126095007
26;46;7.5;26.5;0.0698771242968684;0.118978371169742;1;0.587309471544009
