"nodes";"posoutlet";"Xnode";"Ynode";"width";"depth";"lengs";"vel"
1;10;2.5;26.5;0.15625;0.22649364489928;3.82842712474619;0.689864830730607
2;10;3.5;1.5;0.134411332297541;0.20079306484087;2.82842712474619;0.669402264485892
3;10;3.5;8.5;0.148231765320393;0.217146595428618;2.41421356237309;0.682634535567106
4;10;3.5;19.5;0.128847050800552;0.194115218849858;3.82842712474619;0.66376583744426
5;10;4.5;16.5;0.128847050800552;0.194115218849858;1;0.66376583744426
6;10;5.5;3.5;0.755836663902989;0.799359910581949;2.82842712474619;0.945552377467524
7;10;5.5;7.5;0.728868986855663;0.776460875399433;5.65685424949238;0.938706649553607
8;10;5.5;12.5;0.136215591985646;0.202946449445979;1.4142135623731;0.671189825481052
9;10;5.5;16.5;0.642337649721702;0.70179569960183;4.82842712474619;0.915277266711862
10;10;6.5;0.5;1;1;0;1
11;10;6.5;11.5;0.692453743942511;0.745268240442022;5.24264068711928;0.929133574150178
12;10;6.5;28.5;0.160869220952922;0.231834661103165;3.82842712474619;0.693896331926552
13;10;7.5;1.5;0.997555606219523;0.99804400650274;1.4142135623731;0.999510642536767
14;10;7.5;12.5;0.670965954799497;0.726708746845239;1.4142135623731;0.923294177636183
15;10;7.5;20.5;0.596212000885591;0.661181313330605;5.65685424949238;0.901737524737745
16;10;9.5;22.5;0.537645329190164;0.608690749639407;2.82842712474619;0.883281583478423
17;10;10.5;12.5;0.15148999554426;0.220956693477972;3.82842712474619;0.685609443007721
18;10;12.5;23.5;0.481594843981951;0.557372404413556;4.24264068711929;0.864045008630567
19;10;12.5;28.5;0.175390190005029;0.248430114119147;4.24264068711929;0.705994080576364
20;10;13.5;22.5;0.125;0.1894645708138;1.4142135623731;0.659753955386447
21;10;15.5;4.5;0.621081466073493;0.683154377583417;4.24264068711929;0.909137797331403
22;10;15.5;25.5;0.443045214961182;0.521384889247445;3.82842712474619;0.849746941459434
23;10;16.5;24.5;0.389059362437148;0.469907846174369;1.4142135623731;0.827948214962939
24;10;17.5;16.5;0.162379763209582;0.233574551177909;5.65685424949238;0.695194585157955
25;10;17.5;23.5;0.128847050800552;0.194115218849858;1.4142135623731;0.66376583744426
26;10;19.5;12.5;0.461400720632294;0.538595368857304;4.82842712474619;0.856674132960356
27;10;19.5;28.5;0.128847050800552;0.194115218849858;1.4142135623731;0.66376583744426
28;10;20.5;27.5;0.35216961467452;0.433911844990148;5.24264068711929;0.811615582152444
29;10;22.5;25.5;0.289800577984241;0.371261057893022;2.82842712474619;0.780584367315318
30;10;23.5;13.5;0.376299830587259;0.457538051397543;4.41421356237309;0.822444886141944
31;10;23.5;16.5;0.128847050800552;0.194115218849858;2.41421356237309;0.66376583744426
32;10;23.5;24.5;0.132582521472478;0.198604470196652;1.4142135623731;0.667570681270157
33;10;24.5;14.5;0.332192056647958;0.414105877642849;1.4142135623731;0.802191117254465
34;10;24.5;27.5;0.242061459137964;0.32147004979719;2.82842712474619;0.752982927307461
35;10;25.5;11.5;0.139754248593737;0.207153376083749;2.82842712474619;0.674641423836782
36;10;27.5;3.5;0.21537576175141;0.292790823519917;5.24264068711928;0.735596010702018
37;10;27.5;13.5;0.137996263536373;0.20506609523831;3.41421356237309;0.672935540007263
38;10;27.5;19.5;0.121030729568982;0.184636058691424;1.4142135623731;0.655509711519875
39;10;27.5;30.5;0.149869735103522;0.219064069782331;4.24264068711929;0.684136541663076
40;10;28.5;2.5;0.121030729568982;0.184636058691424;1.4142135623731;0.655509711519875
41;10;28.5;4.5;0.132582521472478;0.198604470196652;1.4142135623731;0.667570681270157
42;10;28.5;18.5;0.232807256652365;0.311599828946204;5.65685424949238;0.747135380143477
43;10;28.5;25.5;0.139754248593737;0.207153376083749;4.82842712474619;0.674641423836782
44;10;29.5;19.5;0.136215591985646;0.202946449445979;1.4142135623731;0.671189825481052
45;10;4.5;23.5;0.204919953884438;0.281363267974315;4.24264068711929;0.728310967383078
46;10;6.5;25.5;0.203725075162583;0.280050007969849;4.24264068711929;0.727459629940509
47;10;12.5;3.5;0.640053098383251;0.699798171545125;5.82842712474619;0.914625279700347
48;10;17.5;8.5;0.501949325131532;0.576139829458421;5.65685424949238;0.87122830164922
49;10;23.5;4.5;0.28384222069664;0.365141837532693;5.24264068711929;0.777347845469025
50;10;19.5;1.5;0.321738441905844;0.403647589629853;5.24264068711928;0.797077575022507
