"nodes";"posoutlet";"Xnode";"Ynode";"width";"depth";"lengs";"vel"
1;3;13.5;13.5;0.544414105943261;0.614813642119306;4.41421356237309;0.885494511908726
2;3;26.5;4.5;0.99043274948378;0.992338848833271;5.24264068711929;0.998079184996403
3;3;29.5;0.5;1;1;0;1
4;3;29.5;14.5;0.532626892158103;0.604141225259729;3.41421356237309;0.881626463959845
5;3;17.5;12.5;0.587134194626748;0.653115362795359;3.82842712474619;0.898974711165561
6;3;28.5;11.5;0.554632479665589;0.624028232834262;3.41421356237309;0.888793888613844
7;3;20.5;12.5;0.620688252063788;0.6828083451892;5.24264068711929;0.909022650992646
8;3;29.5;8.5;0.573248010245129;0.640728503923472;5.24264068711928;0.894681611220464
9;3;21.5;8.5;0.703645640574856;0.75488918087583;4.82842712474619;0.932117797420913
10;3;21.5;4.5;0.780937437474987;0.82052722303216;5.82842712474619;0.951750795773877
