"nodes";"posoutlet";"Xnode";"Ynode";"width";"depth";"lengs";"vel"
1;2;8.5;10.5;0.591277747763266;0.656800126870402;5.24264068711928;0.900240002359097
2;2;9.5;0.5;1;1;0;1
3;2;10.5;1.5;0.976781225505487;0.981381445732453;1.4142135623731;0.995312505400453
4;2;20.5;14.5;0.562933860457869;0.631489156865171;4.24264068711929;0.891438680043815
5;2;9.5;6.5;0.620688252063788;0.6828083451892;2.82842712474619;0.909022650992646
6;2;19.5;11.5;0.608773741836817;0.672302504995568;4.82842712474619;0.905505687266226
7;2;9.5;4.5;0.630832163693323;0.691721162337521;3.41421356237309;0.911974648226119
8;2;17.5;7.5;0.630832163693323;0.691721162337521;4.41421356237309;0.911974648226119
9;2;15.5;4.5;0.725848103083558;0.773885299402388;2.41421356237309;0.93792724017897
10;2;13.5;3.5;0.737526482575372;0.783830386122622;3.82842712474619;0.940926118243129
